"customer_id","label"
3525,Supplier
3526,Booker
3528,Supplier
3531,Booker
3547,Supplier
3554,Supplier
2716,Booker
3560,Supplier
3562,Supplier
3564,Supplier
3565,Supplier
3568,Supplier
3574,Supplier
3576,Supplier
3577,Booker
3579,Supplier
3585,Supplier
3586,Supplier
3587,Supplier
3588,Booker
3597,Supplier
3598,Supplier
3600,Supplier
3601,Supplier
3486,Booker
3609,Supplier
3611,Supplier
3614,Supplier
3617,Supplier
3618,Booker
3619,Supplier
3622,Supplier
3623,Supplier
3626,Supplier
3627,Supplier
3630,Supplier
3639,Supplier
3646,Supplier
3649,Supplier
3650,Supplier
3652,Booker
3656,Booker
3658,Supplier
3661,Supplier
3663,Supplier
3665,Supplier
3666,Supplier
3667,Supplier
3670,Supplier
3671,Chain
3674,Supplier
3677,Supplier
3678,Supplier
3681,Supplier
3684,Supplier
3687,Supplier
3690,Supplier
3691,Supplier
3698,Supplier
3702,Supplier
3704,Supplier
3710,Supplier
3711,Supplier
3712,Supplier
3713,Supplier
3716,Supplier
3719,Supplier
3722,Supplier
3723,Supplier
3727,Supplier
3728,Supplier
3731,Supplier
3736,Supplier
223,Booker
3738,Booker
3740,Supplier
3743,Supplier
3744,Supplier
3745,Booker
3747,Supplier
2807,Booker
3749,Booker
3752,Supplier
3757,Klant
3758,Booker
3759,Supplier
3767,Supplier
3771,Supplier
3772,Booker
3776,Booker
3777,Supplier
3778,Supplier
3782,Booker
3785,Supplier
3786,Supplier
3791,Supplier
3797,Supplier
3801,Supplier
3804,Supplier
3805,Supplier
3812,Supplier
3814,Supplier
3818,Supplier
3819,Supplier
3823,Booker
3828,Supplier
3834,Supplier
3836,Supplier
3841,Supplier
3842,Supplier
3843,Supplier
3847,Supplier
3850,Supplier
3853,Supplier
3857,Supplier
3859,Supplier
3862,Supplier
3867,Supplier
3869,Supplier
3870,Supplier
3873,Supplier
3874,Supplier
3875,Supplier
3877,Supplier
3878,Supplier
3883,Supplier
3884,Supplier
3885,Supplier
3886,Supplier
3887,Supplier
3892,Supplier
3894,Supplier
3896,Supplier
3897,Supplier
3900,Supplier
3902,Supplier
3903,Supplier
3905,Supplier
3911,Supplier
3913,Supplier
3914,Supplier
3916,Supplier
3919,Supplier
3920,Booker
3922,Supplier
3924,Supplier
3930,Supplier
3931,Supplier
3932,Supplier
3933,Supplier
3936,Supplier
3939,Supplier
3940,Supplier
3941,Supplier
3946,Supplier
3947,Booker
3949,Supplier
3952,Supplier
3955,Supplier
3956,Supplier
3957,Supplier
3959,Supplier
2806,Booker
3960,Supplier
3961,Supplier
3968,Supplier
3978,Supplier
3981,Supplier
3983,Supplier
3989,Supplier
3992,Supplier
3993,Supplier
3996,Booker
3997,Supplier
4008,Supplier
4009,Supplier
4010,Supplier
4021,Supplier
4022,Supplier
4025,Supplier
4027,Supplier
4028,Supplier
4029,Supplier
4034,Supplier
4035,Supplier
4036,Supplier
4040,Supplier
4041,Supplier
4042,Supplier
4045,Supplier
4046,Supplier
4047,Booker
4048,Booker
4052,Supplier
4053,Supplier
4056,Supplier
4058,Supplier
4059,Supplier
4064,Booker
4072,Supplier
4073,Booker
4074,Klant
4076,Supplier
4077,Supplier
4079,Supplier
4080,Supplier
4084,Supplier
4086,Supplier
